    1.49900E+02    1.18883E-01    8.87912E-01
    1.50000E+02    1.19129E-01    8.87693E-01
    1.50100E+02    1.19374E-01    8.87476E-01
    1.50200E+02    1.19569E-01    8.87303E-01
    1.50300E+02    1.19811E-01    8.87088E-01
    1.50400E+02    1.20029E-01    8.86895E-01
    1.50500E+02    1.20262E-01    8.86688E-01
    1.50600E+02    1.20500E-01    8.86477E-01
    1.50700E+02    1.20746E-01    8.86259E-01
    1.50800E+02    1.20989E-01    8.86043E-01
    1.50900E+02    1.21235E-01    8.85826E-01
    1.51000E+02    1.21482E-01    8.85607E-01
    1.51100E+02    1.21738E-01    8.85381E-01
    1.51200E+02    1.21985E-01    8.85161E-01
    1.51300E+02    1.22240E-01    8.84936E-01
    1.51400E+02    1.22491E-01    8.84714E-01
    1.51500E+02    1.22743E-01    8.84491E-01
    1.51600E+02    1.23000E-01    8.84264E-01
    1.51700E+02    1.23250E-01    8.84043E-01
    1.51800E+02    1.23500E-01    8.83822E-01
    1.51900E+02    1.23756E-01    8.83595E-01
    1.52000E+02    1.24008E-01    8.83373E-01
    1.52100E+02    1.24265E-01    8.83146E-01
    1.52200E+02    1.24514E-01    8.82926E-01
    1.52300E+02    1.24775E-01    8.82695E-01
    1.52400E+02    1.25034E-01    8.82467E-01
    1.52500E+02    1.25302E-01    8.82230E-01
    1.52600E+02    1.25565E-01    8.81999E-01
    1.52700E+02    1.25837E-01    8.81758E-01
    1.52800E+02    1.26109E-01    8.81519E-01
    1.52900E+02    1.26392E-01    8.81269E-01
    1.53000E+02    1.26682E-01    8.81014E-01
    1.53100E+02    1.26978E-01    8.80753E-01
    1.53200E+02    1.27278E-01    8.80489E-01
    1.53300E+02    1.27600E-01    8.80205E-01
    1.53400E+02    1.27949E-01    8.79898E-01
    1.53500E+02    1.28360E-01    8.79536E-01
    1.53600E+02    1.28893E-01    8.79068E-01
    1.53700E+02    1.30235E-01    8.77889E-01
    1.53800E+02    1.30454E-01    8.77697E-01
    1.53900E+02    1.32488E-01    8.75913E-01
    1.54000E+02    1.36514E-01    8.72394E-01
    1.54100E+02    1.34840E-01    8.73856E-01
    1.54200E+02    1.31734E-01    8.76574E-01
    1.54300E+02    1.31175E-01    8.77065E-01
    1.54400E+02    1.31106E-01    8.77125E-01
    1.54500E+02    1.31220E-01    8.77025E-01
    1.54600E+02    1.31421E-01    8.76849E-01
    1.54700E+02    1.31731E-01    8.76577E-01
    1.54800E+02    1.31996E-01    8.76345E-01
    1.54900E+02    1.32270E-01    8.76105E-01
    1.55000E+02    1.32563E-01    8.75848E-01
    1.55100E+02    1.32862E-01    8.75586E-01
    1.55200E+02    1.33167E-01    8.75319E-01
    1.55300E+02    1.33474E-01    8.75050E-01
    1.55400E+02    1.33791E-01    8.74773E-01
    1.55500E+02    1.34114E-01    8.74490E-01
    1.55600E+02    1.34443E-01    8.74203E-01
    1.55700E+02    1.34782E-01    8.73906E-01
    1.55800E+02    1.35132E-01    8.73601E-01
    1.55900E+02    1.35534E-01    8.73250E-01
    1.56000E+02    1.36022E-01    8.72823E-01
    1.56100E+02    1.37962E-01    8.71132E-01
    1.56200E+02    1.36742E-01    8.72195E-01
    1.56300E+02    1.36886E-01    8.72070E-01
    1.56400E+02    1.37195E-01    8.71800E-01
    1.56500E+02    1.37634E-01    8.71417E-01
    1.56600E+02    1.37859E-01    8.71222E-01
    1.56700E+02    1.38200E-01    8.70924E-01
    1.56800E+02    1.38540E-01    8.70629E-01
    1.56900E+02    1.38891E-01    8.70323E-01
    1.57000E+02    1.39270E-01    8.69993E-01
    1.57100E+02    1.39628E-01    8.69682E-01
    1.57200E+02    1.40017E-01    8.69343E-01
    1.57300E+02    1.40463E-01    8.68956E-01
    1.57400E+02    1.40752E-01    8.68705E-01
    1.57500E+02    1.41118E-01    8.68387E-01
    1.57600E+02    1.41498E-01    8.68057E-01
    1.57700E+02    1.41885E-01    8.67721E-01
    1.57800E+02    1.42273E-01    8.67385E-01
    1.57900E+02    1.42666E-01    8.67043E-01
    1.58000E+02    1.43066E-01    8.66697E-01
    1.58100E+02    1.43472E-01    8.66345E-01
    1.58200E+02    1.43874E-01    8.65997E-01
    1.58300E+02    1.44291E-01    8.65636E-01
    1.58400E+02    1.44714E-01    8.65269E-01
    1.58500E+02    1.45221E-01    8.64831E-01
    1.58600E+02    1.45610E-01    8.64495E-01
    1.58700E+02    1.45964E-01    8.64189E-01
    1.58800E+02    1.46386E-01    8.63824E-01
    1.58900E+02    1.46812E-01    8.63456E-01
    1.59000E+02    1.47243E-01    8.63084E-01
    1.59100E+02    1.47693E-01    8.62696E-01
    1.59200E+02    1.48146E-01    8.62305E-01
    1.59300E+02    1.48584E-01    8.61928E-01
    1.59400E+02    1.49031E-01    8.61543E-01
    1.59500E+02    1.49506E-01    8.61133E-01
    1.59600E+02    1.49950E-01    8.60751E-01
    1.59700E+02    1.50399E-01    8.60365E-01
    1.59800E+02    1.50875E-01    8.59955E-01
    1.59900E+02    1.51361E-01    8.59537E-01
    1.60000E+02    1.51836E-01    8.59130E-01
    1.60100E+02    1.52313E-01    8.58720E-01
    1.60200E+02    1.52800E-01    8.58301E-01
    1.60300E+02    1.53282E-01    8.57888E-01
    1.60400E+02    1.53796E-01    8.57447E-01
    1.60500E+02    1.54290E-01    8.57023E-01
    1.60600E+02    1.54792E-01    8.56593E-01
    1.60700E+02    1.55309E-01    8.56151E-01
    1.60800E+02    1.55821E-01    8.55712E-01
    1.60900E+02    1.56344E-01    8.55265E-01
    1.61000E+02    1.56878E-01    8.54808E-01
    1.61100E+02    1.57418E-01    8.54347E-01
    1.61200E+02    1.57966E-01    8.53879E-01
    1.61300E+02    1.58519E-01    8.53407E-01
    1.61400E+02    1.59061E-01    8.52944E-01
    1.61500E+02    1.59619E-01    8.52469E-01
    1.61600E+02    1.60183E-01    8.51988E-01
    1.61700E+02    1.60763E-01    8.51494E-01
    1.61800E+02    1.61338E-01    8.51004E-01
    1.61900E+02    1.61929E-01    8.50501E-01
    1.62000E+02    1.62520E-01    8.49999E-01
    1.62100E+02    1.63122E-01    8.49488E-01
    1.62200E+02    1.63729E-01    8.48972E-01
    1.62300E+02    1.64353E-01    8.48443E-01
    1.62400E+02    1.64965E-01    8.47923E-01
    1.62500E+02    1.65598E-01    8.47387E-01
    1.62600E+02    1.66238E-01    8.46845E-01
    1.62700E+02    1.66882E-01    8.46299E-01
    1.62800E+02    1.67539E-01    8.45744E-01
    1.62900E+02    1.68203E-01    8.45182E-01
    1.63000E+02    1.68883E-01    8.44608E-01
    1.63100E+02    1.69575E-01    8.44023E-01
    1.63200E+02    1.70304E-01    8.43409E-01
    1.63300E+02    1.71024E-01    8.42802E-01
    1.63400E+02    1.71685E-01    8.42245E-01
    1.63500E+02    1.72399E-01    8.41644E-01
    1.63600E+02    1.73135E-01    8.41024E-01
    1.63700E+02    1.73879E-01    8.40398E-01
    1.63800E+02    1.74643E-01    8.39757E-01
    1.63900E+02    1.75425E-01    8.39101E-01
    1.64000E+02    1.76229E-01    8.38426E-01
    1.64100E+02    1.77042E-01    8.37744E-01
    1.64200E+02    1.77893E-01    8.37032E-01
    1.64300E+02    1.78782E-01    8.36288E-01
    1.64400E+02    1.79724E-01    8.35501E-01
    1.64500E+02    1.80753E-01    8.34642E-01
    1.64600E+02    1.81943E-01    8.33648E-01
    1.64700E+02    1.83524E-01    8.32332E-01
    1.64800E+02    1.86146E-01    8.30152E-01
    1.64900E+02    1.93512E-01    8.24060E-01
    1.65000E+02    1.94973E-01    8.22857E-01
    1.65100E+02    1.89021E-01    8.27769E-01
    1.65200E+02    1.88581E-01    8.28134E-01
    1.65300E+02    1.89291E-01    8.27545E-01
    1.65400E+02    1.90611E-01    8.26454E-01
    1.65500E+02    1.92758E-01    8.24681E-01
    1.65600E+02    1.96831E-01    8.21330E-01
    1.65700E+02    2.08687E-01    8.11649E-01
